INDID,PRODID,PRODDESC,CLASSCODE,GROUPCODE
55,3219,Polystyrene  (Non-Metallic Containers and Materials),C,29
55,3220,Propylparaben (Pharmaceutic Necessity - Antifungal Agent),P,29
55,3221,White Petrolatum (Pharmaceutic Necessity - Oleaginous),Q,29
55,3222,Alginic Acid (Pharmaceutic Necessity - Tablet Binder & Emulsifying Agent),R,29
55,3223,Silicone (Non-Metallic Containers and Materials),C,30
55,3224,Sodium Benzoate (Pharmaceutic Necessity - Antifungal Agent),P,30
55,3225,White Ointment (Pharmaceutic Necessity - Oleaginous),Q,30
55,3226,Calcium Sulfate (Pharmaceutic Necessity - Tablet & Capsule Diluent),R,30
55,3227,Polyvinyl Acetal (Vinyl Plastic) (Non-Metallic Containers and Materials),C,31
55,3228,Benzyl Alcohol (Pharmaceutic Necessity - Antimicrobial Agent),P,31
55,3229,Cold Cream (Pharmaceutic Necessity - Water in Oil Emulsion),Q,31
55,3230,Microcrystalline Cellulose (Pharmaceutic Necessity - Tablet & Capsule Diluent),R,31
55,3231,Polyvinyl Chloride (Vinyl Plastic) (Non-Metallic Containers and Materials),C,32
55,3232,Chlorobutanol (Pharmaceutic Necessity - Antimicrobial Agent),P,32
55,3233,Lanolin (Pharmaceutic Necessity - Water in Oil Emulsion),Q,32
55,3234,Lactose (Pharmaceutic Necessity - Tablet & Capsule Diluent),R,32
55,3235,Polyvinyl Alcohol (Vinyl Plastic) (Non-Metallic Containers and Materials),C,33
55,3236,Phenylethyl Alcohol (Pharmaceutic Necessity - Antimicrobial Agent),P,33
55,3237,Polyethylene Glycol Ointment (Pharmaceutic Necessity),Q,33
55,3238,Silicon Dioxide Colloid (Pharmaceutic Necessity - Tablet & Capsule Diluent),R,33
55,3239,Polycarbonate (Non-Metallic Containers and Materials),C,34
55,3240,Phenylmercuric Acetate (Pharmaceutic Necessity - Antimicrobial Agent),P,34
55,3241,Lavender Oil (Pharmaceutic Necessity - Perfume),Q,34
55,3242,Cellulose Acetate Phthalate (Pharmaceutic Necessity - Tablet Coating Agent),R,34
55,3243,Polychloroether (Non-Metallic Containers and Materials),C,35
55,3244,Phenylmercuric Nitrate (Pharmaceutic Necessity - Antimicrobial Agent),P,35
55,3245,Orange Flower Oil (Pharmaceutic Necessity - Perfume),Q,35
55,3247,Polyurethane  (Non-Metallic Containers and Materials),C,36
55,3248,Potassium Sorbate (Pharmaceutic Necessity - Antimicrobial Agent),P,36
55,3249,Pine Needle Oil (Pharmaceutic Necessity - Perfume),Q,36
55,3251,Sorbic Acid (Pharmaceutic Necessity - Antimicrobial Agent),P,37
55,3252,Rose Oil (Pharmaceutic Necessity - Perfume),Q,37
55,3253,Carnauba Wax (Pharmaceutic Necessity - Tablet Coating Agent),R,37
55,3254,Ascorbyl Palmitate (Pharmaceutic Necessity - Antioxidant),P,38
55,3255,Stronger Rose Water (Pharmaceutic Necessity - Perfume),Q,38
55,3257,Butylated Hydroxyanisole,P,39
55,3258,Cellaburate (Pharmaceutic Necessity),Q,39
55,3259,Polacrilin Potassium (Pharmaceutic Necessity - Tablet Disintegrant),R,39
55,3260,Butylated Hydroxytoluene (Pharmaceutic Necessity - Antioxidant),P,40
55,3261,Octicizer (Pharmaceutic Necessity - Plasticizer),Q,40
55,3263,Hypophosphorous Acid (Pharmaceutic Necessity - Antioxidant),P,41
55,3264,Benzalkonium Chloride (Pharmaceutic Necessity - Preservative),Q,41
55,3266,Sodium Bisulfite (Pharmaceutic Necessity - Antioxidant),P,42
55,3267,Benzethonium Chloride (Pharmaceutic Necessity - Preservative),Q,42
55,3268,Polipropene 25 (Pharmaceutic Necessity - Tablet Excipient),R,42
55,3269,Sodium Metabisulfite (Pharmaceutic Necessity - Antioxidant),P,43
55,3270,Cetylpyridinium Chloride,Q,43
55,3271,Polyethylene Glycol 4000 (Pharmaceutic Necessity - Tablet Excipient),R,43
55,3272,Sulfur Dioxide (Pharmaceutic Necessity - Antioxidant),P,44
55,3273,Monothioglycerol (Pharmaceutic Necessity - Preservative),Q,44
55,3274,Polyethylene Glycol 6000 (Pharmaceutic Necessity - Tablet Excipient),R,44
55,3275,Potassium Metaphosphate (Pharmaceutic Necessity - Buffering Agent),P,45
55,3276,Phenol (Pharmaceutic Necessity - Preservative),Q,45
55,3277,Sorbitol (Pharmaceutic Necessity - Tablet Excipient),R,45
55,3278,Monobasic Potassium Phosphate (Pharmaceutic Necessity - Buffering Agent),P,46
55,3279,Sodium Formaldehyde Sulfoxylate (Pharmaceutic Necessity - Preservative),Q,46
55,3280,Pregelatinized Starch (Pharmaceutic Necessity - Tablet Excipient),R,46
55,3281,Tartaric Acid (Pharmaceutic Necessity - Buffering Agent),P,47
55,3282,Sodium Propionate (Pharmaceutic Necessity - Preservative),Q,47
55,3283,Sucrose (Pharmaceutic Necessity - Tablet Excipient),R,47
55,3284,Edetate Disodium (Pharmaceutic Necessity - Chelating Agent),P,48
55,3286,Compressible Sugar (Pharmaceutic Necessity - Tablet Excipient),R,48
55,3287,Edetic Acid (Pharmaceutic Necessity - Chelating Agent),P,49
55,3288,Dil Acetic Acid (Pharmaceutic Necessity - Solvent),Q,49
55,3289,Confectioner's Sugar (Pharmaceutic Necessity - Tablet Excipient),R,49
55,3290,Amaranth (Pharmaceutic Necessity),P,50
55,3291,Acetone (Pharmaceutic Necessity - Solvent),Q,50
55,3292,Calcium Stearate (Pharmaceutic Necessity - Tablet Lubricant),R,50
55,3293,Caramel (Pharmaceutic Necessity - Coloring),P,51
55,3294,Alcohol (Pharmaceutic Necessity - Solvent),Q,51
55,3295,Magnesium Stearate (Pharmaceutic Necessity - Tablet Lubricant),R,51
55,3296,Sodium Acetate (Pharmaceutic Necessity - in Dialysis Solutions),P,52
55,3297,Diluted Alcohol (Pharmaceutic Necessity - Solvent),Q,52
55,3298,Stearic Acid (Pharmaceutic Necessity - Tablet Lubricant),R,52
55,3299,Polyethylene Glycol 300 (Pharmaceutic Necessity),P,53
55,3300,Amylene Hydrate (Pharmaceutic Necessity - Solvent),Q,53
55,3301,Hydrogenated Vegetable Oil (Pharmaceutic Necessity - Tablet Lubricant),R,53
55,3302,Povidone (Pharmaceutic Necessity - Dispersing & Suspending Agent),P,54
55,3303,Carbon Tetrachloride (Pharmaceutic Necessity - Solvent),Q,54
55,3305,Silica Gel (Pharmaceutic Necessity),P,55
55,3306,Chloroform (Pharmaceutic Necessity - Solvent),Q,55
55,3307,Sodium Chloride (Pharmaceutic Necessity - Tonicity Agent),R,55
55,3308,Isopropyl Myristate (Pharmaceutic Necessity - Emollient),P,56
55,3309,Corn Oil (Pharmaceutic Necessity - Solvent),Q,56
55,3310,Ethyl Oleate (Pharmaceutic Necessity - Vehicle),R,56
55,3311,Oleyl Alcohol (Pharmaceutic Necessity - Emollient),P,57
55,3312,Cottonseed Oil (Pharmaceutic Necessity - Solvent),Q,57
55,3313,Iso-Alcoholic Elixir (Pharmaceutic Necessity - Vehicle),R,57
55,3314,Rose Water Oinment (Pharmaceutic Necessity - Emollient),P,58
55,3315,Glycerin (Pharmaceutic Necessity - Solvent),Q,58
55,3316,Light Mineral Oil (Pharmaceutic Necessity - Vehicle),R,58
55,3317,Starch Glycerite (Pharmaceutic Necessity),P,59
55,3318,Isopropyl Alcohol (Pharmaceutic Necessity - Solvent),Q,59
55,3319,Persic Oil (Pharmaceutic Necessity - Vehicle),R,59
55,3320,Almond Oil Perfume (Pharmaceutic Necessity - Emollient & Perfume),P,60
55,3321,Mineral Oil (Pharmaceutic Necessity - Solvent),Q,60
55,3322,Polyethylene Glycol 1540 (Pharmaceutic Necessity - Vehicle),R,60
55,3323,Carbomer 934P (Pharmaceutic Necessity - Emulsifying Agent),P,61
55,3324,Peanut Oil (Pharmaceutic Necessity - Solvent),Q,61
55,3325,Orange Syrup (Pharmaceutic Necessity - Vehicle),R,61
55,3326,Cholesterol (Pharmaceutic Necessity - Emulsifying Agent),P,62
55,3327,Phosphoric Acid (Pharmaceutic Necessity - Solvent),Q,62
55,3328,Peppermint Water (Pharmaceutic Necessity - Vehicle),R,62
55,3329,Glyceryl Monostearate (Pharmaceutic Necessity - Emulsifying Agent),P,63
55,3331,Raspberry Syrup (Pharmaceutic Necessity - Vehicle),R,63
55,3333,Propylene Glycol (Pharmaceutic Necessity - Solvent),Q,64
55,3334,Wild Cherry Syrup (Pharmaceutic Necessity - Vehicle),R,64
55,3335,Peglicol 5 Oleate (Pharmaceutic Necessity - Emulsifying Agent),P,65
55,3336,Sesame Oil Water,Q,65
55,3337,Sesame Oil (Pharmaceutic Necessity - Vehicle),R,65
55,3338,Pegoxol 7 Stearate  (Pharmaceutic Necessity - Emulsifying Agent),P,66
55,3339,Strong Ammonia Solution (Pharmaceutic Necessity),Q,66
55,3341,Polyoxyethylene 50 Stearate  (Pharmaceutic Necessity - Emulsifying Agent),P,67
55,3342,Magnesium Oxide (Pharmaceutic Necessity - Sorbent),Q,67
55,3344,Propylene Glycol Monostearate (Pharmaceutic Necessity - Emulsifying Agent),P,68
55,3345,Ammonium Carbonate (Pharmaceutic Necessity),Q,68
55,3346,Polyvinyl Alcohol (Pharmaceutic Necessity - Vehicle),R,68
55,3347,Emulsifying Wax (Pharmaceutic Necessity - Emulsifying Agent),P,69
55,3348,Thymol (Pharmaceutic Necessity - Stabilizer),Q,69
55,3349,Bismuth Subnitrate (Pharmaceutic Necessity),R,69
55,3350,Cetyl Alcohol (Pharmaceutic Necessity - Emulsifying & Stiffening Agent),P,70
55,3351,Paraffin,Q,70
55,3352,Boric Acid (Pharmaceutic Necessity),R,70
55,3353,Sodium Stearate (Pharmaceutic Necessity - Emulsifying & Stiffening Agent),P,71
55,3354,Rosin (Pharmaceutic Necessity - Stiffening Agent),Q,71
55,3355,Juniper Tar (Pharmaceutic Necessity),R,71
55,3356,Oleic Acid (Pharmaceutic Necessity - Emulsion Adjunct),P,72
55,3358,Lime (Pharmaceutic Necessity),R,72
55,3360,Yellow Wax (Pharmaceutic Necessity - Stiffening Agent),Q,73
55,3361,Potassium Bicarbonate (Pharmaceutic Necessity),R,73
55,3362,Stearyl Alcohol (Pharmaceutic Necessity - Emulsion Adjunct),P,74
55,3363,Cocoa Butter (Pharmaceutic Necessity - Suppository Base),Q,74
55,3364,Dextrose (Pharmaceutic Necessity),R,74
55,3367,Purified Silicious Earth (Pharmaceutic Necessity - Filtering Medium),P,76
55,3369,Anethole (Pharmaceutic Necessity - Flavor),P,77
55,3371,Anise Oil (Pharmaceutic Necessity - Flavor),P,78
55,3373,Benzaldehyde (Pharmaceutic Necessity - Flavor),P,79
55,3375,Caraway (Pharmaceutic Necessity - Flavor),P,80
55,3376,Dioctyl Sodium Sulfosuccinate (Pharmaceutic Necessity),Q,80
55,3378,Lapyrium Chloride (Pharmaceutic Necessity - Surfactant),Q,81
55,3379,Cardamom Seed (Pharmaceutic Necessity - Flavor),P,82
55,3380,Laureth 9 (Pharmaceutic Necessity - Surfactant),Q,82
55,3381,Cherry Juice (Pharmaceutic Necessity - Flavor),P,83
55,3382,Monoethanolamine (Pharmaceutic Necessity - Surfactant),Q,83
55,3383,Cinnamon (Pharmaceutic Necessity - Flavor),P,84
55,3384,Nonoxynol 4 (Pharmaceutic Necessity - Surfactant),Q,84
55,3385,Cinnamon Oil (Pharmaceutic Necessity - Flavor),P,85
55,3386,Nonoxynol 15,Q,85
55,3387,Clove Oil (Pharmaceutic Necessity - Flavor),P,86
55,3388,Nonoxynol 30 (Pharmaceutic Necessity - Surfactant),Q,86
55,3389,Cocoa (Pharmaceutic Necessity - Flavor),P,87
55,3390,Octoxynol (Pharmaceutic Necessity - Surfactant),Q,87
55,3391,Coriander Oil (Pharmaceutic Necessity - Flavor),P,88
55,3392,Poloxalene (Pharmaceutic Necessity - Surfactant),Q,88
55,3393,Denatonium Benzoate (Pharmaceutic Necessity - Flavor),P,89
55,3395,Eriodictyon (Pharmaceutic Necessity - Flavor),P,90
55,3396,Polyoxyl 8 Stearate (Pharmaceutic Necessity - Surfactant),Q,90
55,3397,Ethyl Acetate (Pharmaceutic Necessity - Flavor),P,91
55,3398,Polyoxyl 40 Stearate (Pharmaceutic Necessity - Surfactant),Q,91
55,3399,Ethyl Vanillin (Pharmaceutic Necessity - Flavor),P,92
55,3400,Polysorbate 20 (Pharmaceutic Necessity - Surfactant),Q,92
55,3401,Eucalyptus Oil (Pharmaceutic Necessity - Flavor),P,93
55,3402,Polysorbate 40 (Pharmaceutic Necessity - Surfactant),Q,93
55,3403,Fennel Oil (Pharmaceutic Necessity - Flavor),P,94
55,3404,Polysorbate 60 (Pharmaceutic Necessity - Surfactant),Q,94
55,3405,Glycyrrhiza (Pharmaceutic Necessity - Flavor),P,95
55,3406,Polysorbate 65 (Pharmaceutic Necessity - Surfactant),Q,95
55,3407,Lemon Oil (Pharmaceutic Necessity - Flavor),P,96
55,3408,Polysorbate 80 (Pharmaceutic Necessity - Surfactant),Q,96
55,3409,Methyl Salicylate (Pharmaceutic Necessity - Flavor),P,97
55,3410,Polysorbate 85 (Pharmaceutic Necessity - Surfactant),Q,97
55,3411,Nutmeg Oil (Pharmaceutic Necessity - Flavor),P,98
55,3412,Sodium Lauryl Sulfate (Pharmaceutic Necessity - Surfactant),Q,98
55,3413,Closure N.E.C.,A,99
55,3414,"Coatings for Closures and Containers, N.E.C.",B,99
55,3415,"Non-Metallic Containers and Materials, N.E.C.",C,99
55,3416,"Metallic Containers and Material, N.E.C.",D,99
55,3417,"Additives In Plastics, N.E.C.",E,99
55,3418,"Pharmaceutic Necessities, N.E.C.",R,99
55,3419,"Pharmaceutic Necessities and Containers, N.E.C.",Y,99
55,150460,Glycerol (Pharmaceutic Necessity - Humectant),Q,16
55,150461,Glycerol (Pharmaceutic Necessity - Solvent),Q,58
55,157188,Trichloroethane,R,11
55,157189,Vinyl Chloride,R,35
55,164659,Crude Heparin (Pharmaceutic Necessity),R,75
55,166727,Copovidone (Pharmaceutic Necessity),R,77
55,166728,Crospovidone (Pharmaceutic Necessity),R,78
55,173373,Hydrated Silica (Pharmaceutic Necessity - Abrasive),P,64
55,173374,Sorbosil AC43 (Pharmaceutic Necessity - Abrasive),P,64
55,174536,"Gelatin, Bovine, Pharm Necessity - Capsule Shell",F,01
55,174537,"Gelatin, Non-Bovine, Animal Origin, Pharm Necessity - Capsule Shell",F,02
55,174538,"Gelatin, Cellulose Polymer, Pharm Nec - Capsule Shell",F,03
55,174539,"Gelatin, Hypromellose Polymer, Pharm Nec - Capsule Shell",F,04
55,174540,"Capsule Shell, N.E.C., Pharm Necessity - Capsule Shell",F,99
55,174546,Ammonium Acetate (Pharmaceutic Necessity - Buffering Agent),P,75
55,174853,Grapeseed Oil (Pharmaceutic Necessity),R,79
55,175602,Sodium Sulfite (Pharmaceutic Necessity - Antioxidant),P,81
55,176111,Hypromellose,R,14
56,3420,Bacitracin Peptide (Peptides),F,01
56,3421,Bambermycin (Non-Certifiable),L,01
56,3422,"Amoxicillin Trihydrate (Penicillin, Synthetically Produced)",B,03
56,3423,Calcium Amphomycin,K,03
56,3424,Amphotericin B (Antifungal),G,04
56,3425,"Ampicillin (Penicillin, Synthetically Produced)",B,05
56,3427,Amikacin Sulfate (Aminoglycosides),D,06
56,3428,"Ampicillin Trihydrate (Penicillin, Synthetically Produced)",B,07
56,3429,"Ampicillin Sodium (Penicillin, Synthetically Produced)",B,09
56,3430,"Penicillin G, Natural",A,10
56,3431,"Benzylpenicilloyl-Polylysine (Penicillin, Synthetically Produced)",B,10
56,3432,Dihydrostreptomycin (Aminoglycosides),D,10
56,3433,Chlortetracycline (Tetracyclines),E,10
56,3435,Candicidin (Antifungal),G,10
56,3436,Bleomycin Sulfate (Antitumor),H,10
56,3437,Erythromycin (Macrolides),I,10
56,3438,Chloramphenicol,K,10
56,3439,"Carbenicillin Indanyl Sodium (Penicillin, Synthetically Produced)",B,11
56,3440,Cefazolin Sodium (Cephalosporins),C,11
56,3441,Dihydrostreptomycin Sulfate (Aminoglycosides),D,11
56,3442,Chlortetracycline Hydrochloride (Tetracyclines),E,11
56,3443,Bacitracin Methylene Disalicylate (Peptides),F,11
56,3444,Chloramphenicol Palmitate,K,11
56,3446,Dihydrostreptomycin Sulfate & HCl (Aminoglycosides),D,12
56,3447,Bacitracin Manganese (Peptides),F,12
56,3448,Chloramphenicol Sodium Succinate,K,12
56,3449,Bicyclohexylammonium Fumagillin (Non-Certifiable),L,12
56,3450,"Disodium Carbenicillin (Penicillin, Synthetically Produced)",B,13
56,3451,Chlortetracycline Bisulfate (Tetracyclines),E,13
56,3452,Bacitracin Zinc (Peptides),F,13
56,3453,"Bacitracin, N.E.C. (Peptides)",F,14
56,3454,Carbomycin (Non-Certifiable),L,14
56,3455,"Cloxacillin Sodium (Penicillin, Synthetically Produced)",B,15
56,3456,Demecloclycline Hydrochloride (Tetracyclines),E,15
56,3457,Capreomycin Sulfate (Peptides),F,15
56,3458,Erythromycin Estolate (Macrolides),I,15
56,3460,"Cloxacillin Benzathine (Penicillin, Synthetically Produced)",B,16
56,3461,Cephalonium (Non-Certifiable),L,16
56,3463,Coppermixin (Non-Certifiable),L,18
56,3464,"Sodium Dicloxacillin Monohydrate (Penicillin, Synthetically Produced)",B,19
56,3465,Cephacetrile Sodium (Cephalosporins),C,19
56,3466,"Penicillin V, Natural",A,20
56,3467,Gentamicin (Aminoglycosides),D,20
56,3468,Doxycycline (Tetracyclines),E,20
56,3469,Colistimethate Sodium (Peptides),F,20
56,3470,Griseofulvin (Antifungal),G,20
56,3471,Dactinomycin (Antitumor),H,20
56,3472,Erythromycin Lactobinate (Macrolides),I,20
56,3473,Clindamycin Hydrochloride Hydrate (Lincomycins),J,20
56,3474,Cycloserine,K,20
56,3475,Erythromycin Phosphate (Non-Certifiable),L,20
56,3476,Cephaloglycin Dihydrate (Cephalosporins),C,21
56,3477,Gentamicin Sulfate (Aminoglycosides),D,21
56,3478,Doxycycline Monohydrate (Tetracyclines),E,21
56,3479,Colistin Sulfate (Peptides),F,21
56,3480,Clindamycin Palmitate Hydrochloride (Lincomycins),J,21
56,3481,Doxycycline Hyclate (Tetracyclines),E,22
56,3483,Erythromycin Thiocyanate (Non-Certifiable),L,22
56,3484,Cephaloridine (Cephalosporins),C,23
56,3485,Doxorubicin Hydrochloride (Antitumor),H,24
56,3486,"Hetacillin (Penicillin, Synthetically Produced)",B,25
56,3487,Sodium Cephalothin (Cephalosporins),C,25
56,3488,Gramicidin (Peptides),F,25
56,3489,Daunorubicin Hydrochloride (Antitumor),H,25
56,3490,Erythromycin Ethylsuccinate (Macrolides),I,25
56,3491,Flavomycin (Non-Certifiable),L,25
56,3492,Cephalexin Monohydrate (Cephalosporins),C,27
56,3493,"Hetacillin Potassium (Penicillin, Synthetically Produced)",B,29
56,3494,Cephapirin Sodium (Cephalosporins),C,29
56,3495,Kanamycin (Aminoglycosides),D,30
56,3496,Polymyxin B Sulfate (Peptides),F,30
56,3497,Erythromycin Gluceptate (Macrolides),I,30
56,3498,Lincomycin Hydrochloride Monohydrate (Lincomycins),J,30
56,3499,Hygromycin B,L,30
56,3500,Kanamycin Sulfate (Aminoglycosides),D,31
56,3502,Erythromycin Stearate (Macrolides),I,35
56,3503,"Sodium Methicillin (Penicillin, Synthetically Produced)",B,36
56,3505,Cephradine (Cephalosporins),C,40
56,3506,Neomycin (Aminoglycosides),D,40
56,3507,Mithramycin (Antitumor),H,40
56,3508,Erythromycin Sulfate (Macrolides),I,40
56,3509,Monensin (Non-Certifiable),L,40
56,3510,"Sodium Nafcillin Monohydrate (Penicillin, Synthetically Produced)",B,41
56,3511,Neomycin Sulfate (Aminoglycosides),D,41
56,3512,Neomycin Palmitate (Aminoglycosides),D,42
56,3513,Mitomycin (Antitumor),H,45
56,3514,Neomycin Polycarboxylate (Non-Certifiable),L,45
56,3515,"Sodium Oxacillin (Penicillin, Synthetically Produced)",B,49
56,3516,"Neomycin, N.E.C. (Aminoglycosides)",D,49
56,3517,Paromomycin (Aminoglycosides),D,50
56,3518,Methacycline (Tetracyclines),E,50
56,3519,Nystatin (Antifungal),G,50
56,3520,"Novobiocin, Calcium",K,50
56,3521,Oleandomycin,L,50
56,3522,"Penicillamine (Penicillin, Synthetically Produced)",B,51
56,3523,Paromomycin Sulfate (Aminoglycosides),D,51
56,3524,Methacycline Hydrochloride (Tetracyclines),E,51
56,3525,"Novobiocin, Sodium",K,51
56,3526,"Pencillin Benzathine Synthetic Penicillin (Penicillin, Synthetically Produced)",B,52
56,3528,Minocycline (Tetracyclines),E,60
56,3529,Spectinomycin Sulfate Tetrahydrate (Non-Certifiable),L,60
56,3530,Minocycline Hydrochloride (Tetracyclines),E,61
56,3531,Sulfomyxin,L,62
56,3532,Oxytetracycline (Tetracyclines),E,65
56,3533,Thiostrepton (Non-Certifiable),L,65
56,3534,Oxytetracycline Calcium (Tetracyclines),E,66
56,3535,Oxytetracycline Hydrochloride (Tetracyclines),E,67
56,3536,Streptomycin (Aminoglycosides),D,70
56,3537,Rifampin,K,70
56,3538,Tylosin (Non-Certifiable),L,70
56,3540,Tylosin Phosphate (Non-Certifiable),L,71
56,3541,Tylosin Tartrate (Non-Certifiable),L,72
56,3542,Rolitetracycline (Tetracyclines),E,75
56,3543,Tyrothricin (Peptides),F,75
56,3544,Troleandomycin,I,75
56,3545,Rolitetracycline Nitrate (Tetracyclines),E,76
56,3546,Streptomycin Sulfate (Aminoglycosides),D,79
56,3547,Tobramycin Sulfate (Aminoglycosides),D,80
56,3548,Tetracycline (Tetracyclines),E,80
56,3549,Viomycin Sulfate (Peptides),F,80
56,3550,Spectinomycin Dihydro-Cl Pentahydrate,K,80
56,3551,Tetracycline Hydrochloride (Tetracyclines),E,81
56,3552,"Potassium Phenethicillin (Penicillin, Synthetically Produced)",B,82
56,3553,Tetracycline Phosphate Complex (Tetracyclines),E,82
56,3555,Vancomycin Hydrochloride,K,85
56,3556,Virginiamycin (Non-Certifiable),L,85
56,3557,"Ticarcillin Sodium (Penicillin, Synthetically Produced)",B,90
56,3558,Vidarabine,K,90
56,3559,"Penicillin Natural, N.E.C.",A,99
56,3560,"Synthetic Penicillin, N.E.C.",B,99
56,3561,Cephalosporin N.E.C.,C,99
56,3562,"Aminoglycosides, N.E.C.",D,99
56,3563,Tetracycline N.E.C.,E,99
56,3564,Peptide N.E.C.,F,99
56,3565,Antifungal N.E.C.,G,99
56,3566,Antitumor N.E.C.,H,99
56,3567,"Macrolide, N.E.C.",I,99
56,3568,Lincomycin N.E.C.,J,99
56,3569,"Miscellaneous Antibiotics, N.E.C.",K,99
56,3570,"Non-Cert Vet Antibiotic, N.E.C.",L,99
56,3571,Diag Invitro Antibiotic N.E.C.,X,99
56,3572,Antibiotic N.E.C.,Y,99
56,150742,"Nafcillin Sodium (Penicillin, Synthetically Produced)",B,53
56,150743,"Natamycin (Penicillin, Synthetically Produced)",B,54
56,150744,"Oxacillin Sodium (Penicillin, Synthetically Produced)",B,55
56,150745,"Piperacillin Sodium (Penicillin, Synthetically Produced)",B,56
56,150746,"Bacampicillin Hydrochloride (Penicillin, Synthetically Produced)",B,57
56,150747,Cefaclor (Cephalosporins),C,50
56,150748,Cefatetan Desodium (Cephalosporins),C,51
56,150749,Cefdinir (Cephalosporins),C,52
56,150750,Cefepime Hydrochloride (Cephalosporins),C,53
56,150751,Cefixime (Cephalosporins),C,54
56,150752,Cefmenoxime Hydrochloride (Cephalosporins),C,55
56,150753,Cefmetazole Sodium (Cephalosporins),C,56
56,150754,Cefonicid Sodium (Cephalosporins),C,57
56,150755,Cefoperazone Sodium (Cephalosporins),C,58
56,150756,Ceforanide (Cephalosporins),C,59
56,150757,Cefotaxime Sodium (Cephalosporins),C,60
56,150758,Cefotetan Disodium (Cephalosporins),C,61
56,150759,Cefoxitin Sodium (Cephalosporins),C,62
56,150760,Cefpiramide Sodium (Cephalosporins),C,63
56,150761,Cefpodoxime Proxetil (Cephalosporins),C,64
56,150762,Cefprozil (Cephalosporins),C,65
56,150763,Ceftazidime (Cephalosporins),C,66
56,150764,Ceftazidime Sodium (Cephalosporins),C,67
56,150765,Ceftibuten (Cephalosporins),C,68
56,150766,Ceftizoxime Sodium (Cephalosporins),C,69
56,150767,Ceftriaxone Sodium (Cephalosporins),C,70
56,150768,Cefuroxime Axetil (Cephalosporins),C,71
56,150769,Cefuroxime Sodium (Cephalosporins),C,72
56,150770,Cephalexin Hydrochloride (Cephalosporins),C,73
56,150771,Cephradine (Cephalosporins),C,74
56,150772,Loracarbef (Cephalosporins),C,75
56,150773,Azithromycin (Macarolides),I,76
56,150774,Clindamycin Phosphate (Lincomycins),J,31
56,151000,Aztreonam (BACTAM (B-Lactam Antibiotic)),M,01
56,151001,Sulbactam Sodium/Ampicillin Sodium (BACTAM (B-Lactam Antibiotic)),M,02
56,151420,Quinupristin (Streptogramins),N,01
56,151421,Levaquin (Fluoroquinolone),O,01
56,151422,Moxifloxacin HCL (Fluoroquinolone),O,02
56,151423,Linezolid (Oxazolidinone),P,01
56,153747,Cefditoren pivoxil,C,76
56,155064,Spectracef,C,76
56,156095,Marbofloxacin (Fluoroquinolone),O,03
56,156096,Zenequin,O,03
56,156097,Danofloxacin Mesylate (Fluoroquinolone),O,04
56,156098,(Fluoroquinolone) N.E.C.,O,99
56,156581,Enrofloxacin (Fluoroquinolone),O,05
56,156582,Baytril,O,05
56,156595,Amikin,D,06
56,157178,Diamthazole Dihydrochloride,G,05
56,165360,Zithromax,I,76
56,175522,Eravacycline Dihydrochloride (Tetracyclines),E,83
56,175523,Xerava,E,83
56,175524,Sarecycline Hydrochloride (Tetracyclines),E,84
56,175525,Seysara,E,84
56,175526,Omadacycline Tosylate (Tetracyclines),E,85
56,175527,Nuzyra,E,85
56,175779,Plazomicin Sulfate (Aminoglycosides),D,81
56,175780,Rifamycin Sodium (Macrolides),I,77
56,175797,Zemdri,D,81
56,175798,Aemcolo,I,77
56,177030,Tigecycline (Tetracyclines),E,86
56,177031,Tygacil,E,86
57,3574,Diphtheria Toxoid,B,01
57,3578,"Allergenic Extracts, Non-standardized",G,01
57,3580,Blood and Blood Products For Reprocessing,Y,01
57,3581,Botulism Antitoxin,A,02
57,3583,Influenza Virus Vaccine,C,02
57,3588,Blood Bags with Anti-Coagulant Prior To Use,Y,02
57,3591,Measle Virus Vaccine,C,03
57,3607,Tetanus Toxoid,B,05
57,3609,Cryoprecipitated Antihemophilic Factor (AHF) (Human),D,05
57,3612,"Diptheria, Tetanus and acellular Pertussis (DTaP) Vaccine",I,05
57,3633,Mumps Virus Vaccine,C,08
57,3638,Antivenin Polyvalent (Crotalidae [pit viper]),A,09
57,3639,Poliovirus Vaccine,C,09
57,3644,Antivenin (Latrodectus mactans [black widow]),A,10
57,3647,"Tuberculin, Purified Protein Derivative",E,10
57,3649,Tetanus and Diphtheria Toxoids,I,10
57,3650,Antivenin (Micrutus fulvious [coral snake]),A,11
57,3655,Bacterial Antigen (No U.S.Standard Potency),H,11
57,3664,Polyvalent Bacterial Antigen (No U.S. Standard Potency),H,12
57,3685,Rabies Vaccine,C,15
57,3709,Rubella Virus Vaccine,C,18
57,3710,Horse Serum,D,18
57,3716,Smallpox Vaccine,C,19
57,3723,Human Serum,D,20
57,3727,Yellow Fever Vaccine,C,21
57,3760,Red Blood Cells (Human),D,29
57,3770,Anthrax Vaccine,H,31
57,3773,Plasma (Human),D,32
57,3775,BCG Vaccine,H,32
57,3793,Whole Blood (Human),D,36
57,3795,Plague Vaccine,H,36
57,3800,Polyvalent Bacterial Vaccine (No U.S. Standard Potency),H,37
57,3805,Typhoid Vaccine,H,38
57,3810,Meningococcal Vaccine,H,39
57,3825,Pneumococcal Vaccine,H,42
57,3833,Source Plasma (Human),D,44
57,3837,Platelets (Human),D,45
